"";"ID";"longitude";"latitude";"Date";"Captured Mosquitoes"
"519";"13.PG";12,068;51,713;"2023-06-22";6
"520";"13.PG";12,068;51,713;"2023-06-27";16
"521";"13.PG";12,068;51,713;"2023-06-29";25
"522";"13.PG";12,068;51,713;"2023-07-06";6
"523";"14.PG";11,807;51,144;"2022-04-13";5
"524";"14.PG";11,807;51,144;"2022-04-23";4
"525";"14.PG";11,807;51,144;"2022-04-27";0
"526";"14.PG";11,807;51,144;"2022-05-04";0
"527";"14.PG";11,807;51,144;"2022-05-11";0
"528";"14.PG";11,807;51,144;"2022-05-19";0
"529";"14.PG";11,807;51,144;"2022-05-26";2
"530";"14.PG";11,807;51,144;"2022-06-02";7
"531";"14.PG";11,807;51,144;"2022-06-15";0
"532";"14.PG";11,807;51,144;"2022-06-22";19
"533";"14.PG";11,807;51,144;"2022-07-01";21
"534";"14.PG";11,807;51,144;"2022-07-10";2
"535";"14.PG";11,807;51,144;"2022-07-17";7
"536";"14.PG";11,807;51,144;"2022-07-18";2
"537";"14.PG";11,807;51,144;"2022-07-19";13
"538";"14.PG";11,807;51,144;"2022-08-08";6
"539";"14.PG";11,807;51,144;"2022-08-09";3
"540";"14.PG";11,807;51,144;"2022-08-18";14
"541";"14.PG";11,807;51,144;"2022-08-25";13
"542";"14.PG";11,807;51,144;"2022-08-31";1
"543";"14.PG";11,807;51,144;"2022-09-13";0
"544";"14.PG";11,807;51,144;"2022-10-05";2
"545";"14.PG";11,807;51,144;"2022-10-13";0
"546";"14.PG";11,807;51,144;"2022-10-22";0
"547";"14.PG";11,807;51,144;"2023-04-13";2
"548";"14.PG";11,807;51,144;"2023-04-25";0
"549";"14.PG";11,807;51,144;"2023-05-04";0
"550";"14.PG";11,807;51,144;"2023-05-09";0
"551";"14.PG";11,807;51,144;"2023-05-17";0
"552";"14.PG";11,807;51,144;"2023-06-08";11
"553";"14.PG";11,807;51,144;"2023-06-13";7
"554";"14.PG";11,807;51,144;"2023-06-20";13
"555";"14.PG";11,807;51,144;"2023-06-27";42
"556";"14.PG";11,807;51,144;"2023-07-04";4
"557";"14.PG";11,807;51,144;"2023-07-11";14
"558";"14.PG";11,807;51,144;"2023-07-18";12
"559";"15.PG";12,139;48,987;"2021-04-22";0
"560";"15.PG";12,139;48,987;"2021-05-08";0
"561";"15.PG";12,139;48,987;"2021-06-20";7
"562";"15.PG";12,139;48,987;"2021-07-18";12
"563";"15.PG";12,139;48,987;"2021-07-27";6
"564";"15.PG";12,139;48,987;"2021-08-11";6
"565";"15.PG";12,139;48,987;"2021-08-24";8
"566";"15.PG";12,139;48,987;"2021-10-10";2
"567";"15.PG";12,139;48,987;"2021-10-19";24
"568";"15.SE";12,139;48,987;"2023-05-02";0
"569";"15.SE";12,139;48,987;"2023-05-16";2
"570";"15.SE";12,139;48,987;"2023-05-23";1
"571";"15.SE";12,139;48,987;"2023-06-13";18
"572";"15.SE";12,139;48,987;"2023-06-27";8
"573";"15.SE";12,139;48,987;"2023-07-04";1
"574";"15.SE";12,139;48,987;"2023-07-18";1
"575";"15.SE";12,139;48,987;"2023-08-08";4
"576";"15.SE";12,139;48,987;"2023-08-22";1
"577";"15.SE";12,139;48,987;"2023-09-12";2
"578";"15.SE";12,139;48,987;"2023-09-19";4
"579";"15.SE";12,139;48,987;"2023-09-20";2
"580";"15.SE";12,139;48,987;"2023-10-03";1
"581";"15.SE";12,139;48,987;"2023-10-10";0
"582";"15.SE";12,139;48,987;"2023-10-17";0
"583";"15.SE";12,14;48,987;"2021-04-22";0
"584";"15.SE";12,14;48,987;"2021-05-08";0
"585";"15.SE";12,14;48,987;"2021-05-21";1
"586";"15.SE";12,14;48,987;"2021-06-20";20
"587";"15.SE";12,14;48,987;"2021-07-18";140
"588";"15.SE";12,14;48,987;"2021-07-27";2
"589";"15.SE";12,14;48,987;"2021-08-11";8
"590";"15.SE";12,14;48,987;"2021-08-24";21
"591";"15.SE";12,14;48,987;"2021-10-10";1
"592";"15.SE";12,14;48,987;"2021-10-19";13
"593";"16.PG";7,773;48,057;"2022-04-23";0
"594";"16.PG";7,773;48,057;"2022-05-08";0
"595";"16.PG";7,773;48,057;"2022-05-12";0
"596";"16.PG";7,773;48,057;"2022-06-03";1
"597";"16.PG";7,773;48,057;"2022-06-09";2
"598";"16.PG";7,773;48,057;"2022-06-17";3
"599";"16.PG";7,773;48,057;"2022-07-08";1
"600";"16.PG";7,773;48,057;"2022-08-12";1
"601";"16.PG";7,773;48,057;"2022-08-13";1
"602";"16.PG";7,773;48,057;"2023-07-20";0
"603";"16.PG";7,773;48,057;"2023-07-29";0
"604";"16.PG";7,773;48,057;"2023-08-03";0
"605";"16.PG";7,773;48,057;"2023-08-13";1
"606";"16.PG";7,773;48,057;"2023-08-16";0
"607";"16.PG";7,773;48,057;"2023-08-23";5
"608";"16.PG";7,773;48,057;"2023-08-30";3
"609";"16.PG";7,773;48,057;"2023-09-06";0
"610";"16.PG";7,773;48,057;"2023-09-12";3
"611";"16.PG";7,773;48,057;"2023-09-20";2
"612";"16.PG";7,773;48,057;"2023-09-27";2
"613";"16.PG";7,773;48,057;"2023-10-05";4
"614";"16.PG";7,773;48,057;"2023-10-13";3
"615";"16.SE";7,773;48,057;"2021-04-23";0
"616";"16.SE";7,773;48,057;"2021-05-05";0
"617";"16.SE";7,773;48,057;"2021-05-23";0
"618";"16.SE";7,773;48,057;"2021-06-07";0
"619";"16.SE";7,773;48,057;"2021-06-19";0
"620";"16.SE";7,773;48,057;"2021-07-11";11
"621";"16.SE";7,773;48,057;"2021-07-18";152
"622";"16.SE";7,773;48,057;"2021-07-23";51
"623";"16.SE";7,773;48,057;"2021-07-31";400
"624";"16.SE";7,773;48,057;"2021-08-06";35
"625";"16.SE";7,773;48,057;"2021-08-14";68
"626";"16.SE";7,773;48,057;"2021-08-22";23
"627";"16.SE";7,773;48,057;"2021-08-28";10
"628";"16.SE";7,773;48,057;"2021-09-04";5
"629";"16.SE";7,773;48,057;"2021-09-12";8
"630";"16.SE";7,773;48,057;"2021-10-19";1
"631";"16.PG";7,773;48,058;"2021-04-23";0
"632";"16.PG";7,773;48,058;"2021-05-05";0
"633";"16.PG";7,773;48,058;"2021-05-23";0
"634";"16.PG";7,773;48,058;"2021-06-07";0
"635";"16.PG";7,773;48,058;"2021-06-19";0
"636";"16.PG";7,773;48,058;"2021-07-11";4
"637";"16.PG";7,773;48,058;"2021-07-18";12
"638";"16.PG";7,773;48,058;"2021-07-23";9
"639";"16.PG";7,773;48,058;"2021-07-31";7
"640";"16.PG";7,773;48,058;"2021-08-06";1
"641";"16.PG";7,773;48,058;"2021-08-28";2
"642";"16.PG";7,773;48,058;"2021-09-04";3
"643";"16.PG";7,773;48,058;"2021-09-12";6
"644";"16.PG";7,773;48,058;"2021-09-17";1
"645";"16.PG";7,773;48,058;"2021-09-26";27
"646";"16.PG";7,773;48,058;"2021-09-28";3
"647";"16.PG";7,773;48,058;"2021-10-09";3
"648";"16.PG";7,773;48,058;"2021-10-15";12
"649";"16.PG";7,773;48,058;"2021-10-19";5
"650";"17.SE";9,118;47,733;"2021-04-22";0
"651";"17.SE";9,118;47,733;"2021-06-03";0
"652";"17.SE";9,118;47,733;"2021-06-15";0
"653";"17.SE";9,118;47,733;"2021-08-05";14
"654";"17.SE";9,118;47,733;"2021-09-03";10
"655";"17.SE";9,118;47,733;"2021-09-21";0
"656";"17.SE";9,118;47,733;"2021-10-08";2
"657";"17.SE";9,118;47,733;"2021-10-19";52
"671";"18.PG";8,905;50,457;"2021-07-27";1
"672";"18.PG";8,905;50,457;"2021-08-24";6
"673";"18.PG";8,905;50,457;"2021-09-07";10
"674";"18.PG";8,905;50,457;"2021-09-21";2
"675";"18.PG";8,905;50,457;"2021-09-22";3
"676";"18.PG";8,905;50,457;"2021-10-04";1
"677";"18.PG";8,905;50,457;"2021-10-05";2
"678";"18.PG";8,905;50,457;"2021-10-18";2
"679";"18.PG";8,905;50,457;"2022-04-19";3
"680";"18.PG";8,905;50,457;"2022-04-29";0,5
"681";"18.PG";8,905;50,457;"2022-05-08";4,5
"682";"18.PG";8,905;50,457;"2022-05-14";1
"683";"18.PG";8,905;50,457;"2022-05-25";0,5
"684";"18.PG";8,905;50,457;"2022-06-02";3,5
"685";"18.PG";8,905;50,457;"2022-06-12";3
"686";"18.PG";8,905;50,457;"2022-06-17";1,5
"687";"18.PG";8,905;50,457;"2022-06-26";3,5
"688";"18.PG";8,905;50,457;"2022-07-03";2
"689";"18.PG";8,905;50,457;"2022-07-11";0,5
"690";"18.PG";8,905;50,457;"2022-07-14";1
"691";"18.PG";8,905;50,457;"2022-07-22";0
"692";"18.PG";8,905;50,457;"2022-07-29";0,5
"693";"18.PG";8,905;50,457;"2022-08-05";0,5
"694";"18.PG";8,905;50,457;"2022-08-10";1
"695";"18.PG";8,905;50,457;"2022-08-16";0
"696";"18.PG";8,905;50,457;"2022-08-25";1
"697";"18.PG";8,905;50,457;"2022-09-01";1
"698";"18.PG";8,905;50,457;"2022-09-07";0
"699";"18.PG";8,905;50,457;"2022-09-18";0
"700";"18.PG";8,905;50,457;"2022-09-24";0
"701";"18.PG";8,905;50,457;"2022-09-27";0
"702";"18.PG";8,905;50,457;"2022-10-06";0
"703";"18.PG";8,905;50,457;"2022-10-11";0
"704";"18.PG";8,905;50,457;"2023-05-05";2
"705";"18.PG";8,905;50,457;"2023-05-12";2
"706";"18.PG";8,905;50,457;"2023-05-21";1
"707";"18.PG";8,905;50,457;"2023-06-17";9
"708";"18.PG";8,905;50,457;"2023-06-24";38
"709";"18.PG";8,905;50,457;"2023-06-29";8
"710";"18.PG";8,905;50,457;"2023-07-05";9
"711";"18.PG";8,905;50,457;"2023-07-11";36,5
"712";"18.PG";8,905;50,457;"2023-07-18";13,5
"713";"18.PG";8,905;50,457;"2023-07-25";17
"714";"18.PG";8,905;50,457;"2023-08-01";11
"715";"18.PG";8,905;50,457;"2023-08-08";2,5
"716";"18.PG";8,905;50,457;"2023-08-15";9,5
"717";"18.PG";8,905;50,457;"2023-08-22";22
"718";"18.PG";8,905;50,457;"2023-09-05";13,5
"719";"18.PG";8,905;50,457;"2023-09-12";7,5
"720";"18.PG";8,905;50,457;"2023-09-19";14
"721";"18.PG";8,905;50,457;"2023-09-26";7,5
"722";"18.PG";8,905;50,457;"2023-10-03";0,5
"723";"18.PG";8,905;50,457;"2023-10-10";1,5
"724";"18.PG";8,905;50,457;"2023-10-18";0
"725";"19.PG";9,611;47,579;"2022-04-27";1
"726";"19.PG";9,611;47,579;"2022-05-04";1
"727";"19.PG";9,611;47,579;"2022-05-12";2
"728";"19.PG";9,611;47,579;"2022-05-19";0
"729";"19.PG";9,611;47,579;"2022-06-02";1
"730";"19.PG";9,611;47,579;"2022-06-09";4
"731";"19.PG";9,611;47,579;"2022-06-16";7
"732";"19.PG";9,611;47,579;"2022-06-23";14
"733";"19.PG";9,611;47,579;"2022-06-28";4
"734";"19.PG";9,611;47,579;"2022-07-06";5
"735";"19.PG";9,611;47,579;"2022-07-14";7
"736";"19.PG";9,611;47,579;"2022-07-20";0
"737";"19.PG";9,611;47,579;"2022-08-02";1
"738";"19.PG";9,611;47,579;"2022-08-09";0
"739";"19.PG";9,611;47,579;"2022-08-16";3
"740";"19.PG";9,611;47,579;"2022-08-17";1
"741";"19.PG";9,611;47,579;"2022-08-23";3
"742";"19.PG";9,611;47,579;"2022-08-31";1
"743";"19.PG";9,611;47,579;"2022-09-06";1
"744";"19.PG";9,611;47,579;"2022-09-14";5
"745";"19.PG";9,611;47,579;"2022-09-21";1
"746";"19.PG";9,611;47,579;"2022-10-05";2
"747";"19.PG";9,611;47,579;"2022-10-12";2
"748";"19.PG";9,611;47,579;"2023-07-19";2
"749";"19.PG";9,611;47,579;"2023-08-01";5
"750";"19.PG";9,611;47,579;"2023-08-14";3
"751";"19.PG";9,611;47,579;"2023-08-18";8
"752";"19.PG";9,611;47,579;"2023-08-22";1
"753";"19.PG";9,611;47,579;"2023-09-03";4
"754";"19.PG";9,611;47,579;"2023-09-05";11
"755";"19.PG";9,611;47,579;"2023-09-17";5
"756";"19.PG";9,611;47,579;"2023-09-23";5
"757";"19.PG";9,611;47,579;"2023-09-29";0
"758";"19.PG";9,611;47,579;"2023-10-03";6
"759";"19.PG";9,611;47,579;"2023-10-14";4
"760";"19.PG";9,611;47,579;"2023-10-19";0
"761";"2.PG";9,78;53,495;"2021-05-12";1
"762";"2.PG";9,78;53,495;"2021-05-14";0,5
"763";"2.PG";9,78;53,495;"2021-05-18";0,25
"764";"2.PG";9,78;53,495;"2021-06-26";2,5
"765";"2.PG";9,78;53,495;"2021-06-28";0,125
"766";"2.PG";9,78;53,495;"2021-07-06";5
"767";"2.PG";9,78;53,495;"2021-07-10";1
"768";"2.PG";9,78;53,495;"2021-07-13";16,25
"769";"2.PG";9,78;53,495;"2021-07-17";1,16666666666667
"770";"2.PG";9,78;53,495;"2021-07-23";12,6666666666667
"771";"2.PG";9,78;53,495;"2021-07-26";14
"772";"2.PG";9,78;53,495;"2021-07-27";0,423076923076923
"773";"2.PG";9,78;53,495;"2021-08-22";3,33333333333334
"774";"2.PG";9,78;53,495;"2021-08-28";4,85714285714285
"775";"2.PG";9,78;53,495;"2021-09-04";18,3333333333333
"776";"2.PG";9,78;53,495;"2021-09-08";21,4615384615384
"777";"2.PG";9,78;53,495;"2021-09-25";50,8571428571428
"778";"2.PR";9,779;53,495;"2021-05-12";2,5
"779";"2.PR";9,779;53,495;"2021-05-14";0,5
"780";"2.PR";9,779;53,495;"2021-06-02";0,333333333333333
"781";"2.PR";9,779;53,495;"2021-06-12";3
"782";"2.PR";9,779;53,495;"2021-06-26";16,5
"783";"2.PR";9,779;53,495;"2021-07-06";9,5
"784";"2.PR";9,779;53,495;"2021-07-13";24
"785";"2.PR";9,779;53,495;"2021-07-23";24
"786";"2.PR";9,779;53,495;"2021-07-26";10
"787";"2.PR";9,779;53,495;"2021-08-22";8
"788";"2.PR";9,779;53,495;"2021-08-28";5,57142857142857
"789";"2.PR";9,779;53,495;"2021-09-04";2,33333333333334
"790";"2.PR";9,779;53,495;"2021-09-25";13,2857142857143
"791";"20.PG";6,573;51,214;"2023-07-07";3
"792";"20.PG";6,573;51,214;"2023-07-11";22
"793";"20.PG";6,573;51,214;"2023-07-15";5
"794";"20.PG";6,573;51,214;"2023-07-18";7
"795";"20.PG";6,573;51,214;"2023-07-21";2
"796";"20.PG";6,573;51,214;"2023-07-25";9
"797";"20.PG";6,573;51,214;"2023-07-28";13
"798";"20.PG";6,573;51,214;"2023-08-01";2
"799";"20.PG";6,573;51,214;"2023-08-06";1
"800";"20.PG";6,573;51,214;"2023-08-08";7
"801";"20.PG";6,573;51,214;"2023-08-12";7
"802";"20.PG";6,573;51,214;"2023-08-15";3
"803";"20.PG";6,573;51,214;"2023-08-17";20
"804";"20.PG";6,573;51,214;"2023-08-22";5
"805";"20.PG";6,573;51,214;"2023-08-24";1
"806";"20.PG";6,573;51,214;"2023-08-29";2
"807";"20.PG";6,573;51,214;"2023-08-31";5
"808";"20.PG";6,573;51,214;"2023-09-05";1
"809";"20.PG";6,573;51,214;"2023-09-07";4
"810";"20.PG";6,573;51,214;"2023-09-14";2
"811";"20.PG";6,573;51,214;"2023-09-19";1
"812";"20.PG";6,573;51,214;"2023-09-22";1
"813";"20.PG";6,573;51,214;"2023-10-07";1
"814";"20.PG";6,573;51,214;"2023-10-10";1
"815";"20.PG";6,573;51,214;"2023-10-13";2
"822";"21.PG";11,148;48,075;"2022-04-21";1
"823";"21.PG";11,148;48,075;"2022-05-06";0
"824";"21.PG";11,148;48,075;"2022-05-20";1
"825";"21.PG";11,148;48,075;"2022-05-31";1
"826";"21.PG";11,148;48,075;"2022-07-03";1
"827";"21.PG";11,148;48,075;"2022-07-30";0
"828";"21.PG";11,148;48,075;"2022-08-17";0
"829";"21.PG";11,148;48,075;"2022-08-24";0
"830";"21.PG";11,148;48,075;"2022-09-28";1
"831";"21.PG";11,148;48,075;"2022-10-15";0
"832";"21.PG";11,148;48,075;"2023-07-18";5
"833";"21.PG";11,148;48,075;"2023-08-11";0
"834";"21.PG";11,148;48,075;"2023-09-08";0
"835";"21.PG";11,148;48,075;"2023-09-12";1
"836";"21.PG";11,148;48,075;"2023-09-26";3
"837";"21.PG";11,148;48,075;"2023-10-03";5
"838";"21.PG";11,148;48,075;"2023-10-10";21
"848";"23.PG";8,145;53,39;"2021-05-01";0
"849";"23.PG";8,145;53,39;"2021-05-02";1
"850";"23.PG";8,145;53,39;"2021-06-13";0
"851";"23.PG";8,145;53,39;"2021-07-10";108
"852";"23.PG";8,145;53,39;"2021-07-11";74
"853";"23.PG";8,145;53,39;"2021-07-24";96
"854";"23.PG";8,145;53,39;"2021-07-25";262
"855";"23.PG";8,145;53,39;"2021-07-29";9
"856";"23.PG";8,145;53,39;"2021-08-01";54
"857";"23.PG";8,145;53,39;"2021-08-02";76
"858";"23.PG";8,145;53,39;"2021-08-30";7
"859";"23.PG";8,145;53,39;"2021-09-04";14
"860";"23.PG";8,145;53,39;"2021-09-06";27
"861";"23.PG";8,145;53,39;"2021-09-12";20
"862";"23.PG";8,145;53,39;"2021-09-14";15
"863";"23.PG";8,145;53,39;"2021-09-23";54
"864";"23.PG";8,145;53,39;"2021-10-06";42
"876";"24.PG";8,32;48,884;"2022-05-03";1
"877";"24.PG";8,32;48,884;"2022-05-10";1
"878";"24.PG";8,32;48,884;"2022-05-17";9
"879";"24.PG";8,32;48,884;"2022-05-24";13
"880";"24.PG";8,32;48,884;"2022-05-25";25
"881";"24.PG";8,32;48,884;"2022-05-31";21
"882";"24.PG";8,32;48,884;"2022-06-02";23
"883";"24.PG";8,32;48,884;"2022-06-28";17
"884";"24.PG";8,32;48,884;"2022-07-05";4
"885";"24.PG";8,32;48,884;"2022-07-07";21
"886";"24.PG";8,32;48,884;"2022-07-12";8
"887";"24.PG";8,32;48,884;"2022-07-13";13
"888";"24.PG";8,32;48,884;"2022-07-19";8
"889";"24.PG";8,32;48,884;"2022-07-26";5
"890";"24.PG";8,32;48,884;"2022-07-27";14
"891";"24.PG";8,32;48,884;"2022-08-02";2
"892";"24.PG";8,32;48,884;"2022-08-12";8
"893";"24.PG";8,32;48,884;"2022-08-18";5
"894";"24.PG";8,32;48,884;"2022-08-27";8
"895";"24.PG";8,32;48,884;"2022-09-02";4
"896";"24.PG";8,32;48,884;"2022-09-06";1
"897";"24.PG";8,32;48,884;"2022-09-08";8
"898";"24.PG";8,32;48,884;"2022-09-13";0
"899";"24.PG";8,32;48,884;"2022-09-20";2
"900";"24.PG";8,32;48,884;"2022-09-27";0
"901";"24.PG";8,32;48,884;"2022-10-05";0
"902";"24.PG";8,32;48,884;"2022-10-11";1
"903";"25.PG";8,269;47,633;"2022-04-22";0
"904";"25.PG";8,269;47,633;"2022-04-29";0
"905";"25.PG";8,269;47,633;"2022-05-09";0
"906";"25.PG";8,269;47,633;"2022-05-14";0
"907";"25.PG";8,269;47,633;"2022-05-18";8
"908";"25.PG";8,269;47,633;"2022-06-15";2
"909";"25.PG";8,269;47,633;"2022-06-26";6
"910";"25.PG";8,269;47,633;"2022-07-19";7
"911";"25.PG";8,269;47,633;"2022-07-26";6
"912";"25.PG";8,269;47,633;"2022-08-08";2
"913";"25.PG";8,269;47,633;"2022-08-09";4
"914";"25.PG";8,269;47,633;"2022-08-21";3
"915";"25.PG";8,269;47,633;"2022-08-25";3
"916";"25.PG";8,269;47,633;"2022-09-01";4
"917";"25.PG";8,269;47,633;"2022-09-06";4
"918";"25.PG";8,269;47,633;"2022-09-13";3
"919";"25.PG";8,269;47,633;"2022-09-26";1
"920";"25.PG";8,269;47,633;"2022-09-27";3
"921";"25.PG";8,269;47,633;"2022-10-05";2
"922";"25.PG";8,269;47,633;"2023-04-23";0
"923";"25.PG";8,269;47,633;"2023-04-29";0
"924";"25.PG";8,269;47,633;"2023-05-06";0
"925";"25.PG";8,269;47,633;"2023-05-13";0
"926";"25.PG";8,269;47,633;"2023-05-23";0
"927";"25.PG";8,269;47,633;"2023-06-05";0
"928";"25.PG";8,269;47,633;"2023-06-06";1
"929";"25.PG";8,269;47,633;"2023-06-25";1
"930";"25.PG";8,269;47,633;"2023-06-27";1
"931";"25.PG";8,269;47,633;"2023-08-22";0
"932";"25.PG";8,269;47,633;"2023-09-10";1
"933";"25.PG";8,269;47,633;"2023-09-18";2
"934";"25.PG";8,269;47,633;"2023-09-19";3
"935";"25.PG";8,269;47,633;"2023-10-02";2
"936";"25.PG";8,269;47,633;"2023-10-10";2
"937";"25.PG";8,269;47,633;"2023-10-11";4
"938";"25.PG";8,269;47,633;"2023-10-17";0
"962";"3.PG";9,966;53,547;"2021-05-22";0
"963";"3.PG";9,966;53,547;"2021-05-26";0
"964";"3.PG";9,966;53,547;"2021-05-27";0
"965";"3.PG";9,966;53,547;"2021-05-28";0
"966";"3.PG";9,966;53,547;"2021-05-29";0,5
"967";"3.PG";9,966;53,547;"2021-06-03";0
"968";"3.PG";9,966;53,547;"2021-06-12";2
"969";"3.PG";9,966;53,547;"2021-06-23";16
"970";"3.PG";9,966;53,547;"2021-06-25";19
"971";"3.PG";9,966;53,547;"2021-07-10";32,3333333333333
"972";"3.PG";9,966;53,547;"2021-07-13";3
"973";"3.PG";9,966;53,547;"2021-07-14";25
"974";"3.PG";9,966;53,547;"2021-07-15";18
"975";"3.PG";9,966;53,547;"2021-07-16";19
"976";"3.PG";9,966;53,547;"2021-07-17";54,6666666666667
"977";"3.PG";9,966;53,547;"2021-07-20";35
"978";"3.PG";9,966;53,547;"2021-07-21";72
"979";"3.PG";9,966;53,547;"2021-07-22";56
"980";"3.PG";9,966;53,547;"2021-07-23";71
"981";"3.PG";9,966;53,547;"2021-07-24";36,3333333333333
"982";"3.PG";9,966;53,547;"2021-07-27";20
"983";"3.PG";9,966;53,547;"2021-07-28";43
"984";"3.PG";9,966;53,547;"2021-08-03";48
"985";"3.PG";9,966;53,547;"2021-08-04";150
"986";"3.PG";9,966;53,547;"2021-08-07";14
"987";"3.PG";9,966;53,547;"2021-09-08";39
"988";"3.PG";9,966;53,547;"2021-09-09";20
"989";"3.PG";9,966;53,547;"2021-09-10";26
"990";"3.PG";9,966;53,547;"2021-09-25";16,75
"991";"3.PG";9,966;53,547;"2021-09-29";0,333333333333333
"992";"3.PG";9,966;53,547;"2021-10-02";1,4
"993";"3.PG";9,966;53,547;"2022-04-06";0
"994";"3.PG";9,966;53,547;"2022-04-07";0
"995";"3.PG";9,966;53,547;"2022-04-08";0
"996";"3.PG";9,966;53,547;"2022-04-09";0
"997";"3.PG";9,966;53,547;"2022-04-12";0
"998";"3.PG";9,966;53,547;"2022-04-14";3
"999";"3.PG";9,966;53,547;"2022-04-15";0
"1000";"3.PG";9,966;53,547;"2022-04-20";1
"1001";"3.PG";9,966;53,547;"2022-04-21";2
"1002";"3.PG";9,966;53,547;"2022-04-22";0
"1003";"3.PG";9,966;53,547;"2022-04-23";2,33333333333334
"1004";"3.PG";9,966;53,547;"2022-04-26";4
"1005";"3.PG";9,966;53,547;"2022-04-27";3
"1006";"3.PG";9,966;53,547;"2022-04-28";3
"1007";"3.PG";9,966;53,547;"2022-04-29";1
"1008";"3.PG";9,966;53,547;"2022-04-30";0,333333333333333
"1009";"3.PG";9,966;53,547;"2022-05-03";0
"1010";"3.PG";9,966;53,547;"2022-05-04";0
"1011";"3.PG";9,966;53,547;"2022-05-05";1
"1012";"3.PG";9,966;53,547;"2022-05-06";2
"1013";"3.PG";9,966;53,547;"2022-05-10";0
"1014";"3.PG";9,966;53,547;"2022-05-11";1
"1015";"3.PG";9,966;53,547;"2022-05-12";0
"1016";"3.PG";9,966;53,547;"2022-05-17";0
"1017";"3.PG";9,966;53,547;"2022-05-20";0
"1018";"3.PG";9,966;53,547;"2022-05-26";0
"1019";"3.PG";9,966;53,547;"2022-05-27";1
"1020";"3.PG";9,966;53,547;"2022-06-01";2
"1021";"3.PG";9,966;53,547;"2022-06-03";1
"1022";"3.PG";9,966;53,547;"2022-06-04";1
"1023";"3.PG";9,966;53,547;"2022-06-08";1,5
"1024";"3.PG";9,966;53,547;"2022-06-10";5
"1025";"3.PG";9,966;53,547;"2022-08-03";38
"1026";"3.PG";9,966;53,547;"2022-08-16";12
"1027";"3.PG";9,966;53,547;"2022-08-25";16
"1028";"3.PG";9,966;53,547;"2022-09-17";7
"1029";"3.PG";9,966;53,547;"2022-09-20";16
"1030";"3.PG";9,966;53,547;"2022-09-28";2
"1031";"3.PG";9,966;53,547;"2022-10-29";0,8
"1032";"3.PG";9,966;53,547;"2023-04-15";1,33333333333333
"1033";"3.PG";9,966;53,547;"2023-04-18";3
"1034";"3.PG";9,966;53,547;"2023-04-28";1
"1035";"3.PG";9,966;53,547;"2023-04-29";0,25
"1036";"3.PG";9,966;53,547;"2023-05-04";1
"1037";"3.PG";9,966;53,547;"2023-05-11";2
"1038";"3.PG";9,966;53,547;"2023-05-13";2
"1039";"3.PG";9,966;53,547;"2023-06-16";18
"1040";"3.PG";9,966;53,547;"2023-06-20";42
"1041";"3.PG";9,966;53,547;"2023-06-23";6,25
"1042";"3.PG";9,966;53,547;"2023-06-28";18
"1043";"3.PG";9,966;53,547;"2023-06-29";22
"1044";"3.PG";9,966;53,547;"2023-07-01";3,66666666666666
"1045";"3.PG";9,966;53,547;"2023-07-08";15,6666666666667
"1046";"3.PG";9,966;53,547;"2023-07-11";5
"1047";"3.PG";9,966;53,547;"2023-07-12";0
"1048";"3.PG";9,966;53,547;"2023-07-13";9
"1049";"3.PG";9,966;53,547;"2023-07-25";5
"1050";"3.PG";9,966;53,547;"2023-07-26";16
"1051";"3.PG";9,966;53,547;"2023-07-29";1,5
"1052";"3.PG";9,966;53,547;"2023-08-06";8,66666666666667
"1053";"3.PG";9,966;53,547;"2023-08-09";5
"1054";"3.PG";9,966;53,547;"2023-08-16";4
"1055";"3.PG";9,966;53,547;"2023-08-22";4
"1056";"3.PG";9,966;53,547;"2023-08-23";2
"1057";"3.PG";9,966;53,547;"2023-08-31";0
"1058";"3.PG";9,966;53,547;"2023-09-01";1
"1059";"3.PG";9,966;53,547;"2023-09-02";1
"1060";"3.PG";9,966;53,547;"2023-09-22";0
"1061";"3.PG";9,966;53,547;"2023-09-23";9
"1062";"3.PG";9,966;53,547;"2023-09-28";1
"1063";"3.PG";9,966;53,547;"2023-09-30";2,33333333333333
"1064";"3.PG";9,966;53,547;"2023-10-03";0,5
"1065";"3.PG";9,966;53,547;"2023-10-05";3,5
"1066";"3.PR";9,966;53,547;"2021-04-29";0
"1067";"3.PR";9,966;53,547;"2021-05-22";0,25
"1068";"3.PR";9,966;53,547;"2021-05-26";0
"1069";"3.PR";9,966;53,547;"2021-05-28";0
"1070";"3.PR";9,966;53,547;"2021-05-29";0
"1071";"3.PR";9,966;53,547;"2021-06-03";0
"1072";"3.PR";9,966;53,547;"2021-06-12";0
"1073";"3.PR";9,966;53,547;"2021-06-17";1
"1074";"3.PR";9,966;53,547;"2021-07-10";5
"1075";"3.PR";9,966;53,547;"2021-07-13";25
"1076";"3.PR";9,966;53,547;"2021-07-14";4
"1077";"3.PR";9,966;53,547;"2021-07-15";1
"1078";"3.PR";9,966;53,547;"2021-07-16";1
"1079";"3.PR";9,966;53,547;"2021-07-18";6,66666666666667
"1080";"3.PR";9,966;53,547;"2021-07-20";4
"1081";"3.PR";9,966;53,547;"2021-07-21";3
"1082";"3.PR";9,966;53,547;"2021-07-22";4
"1083";"3.PR";9,966;53,547;"2021-07-23";8
"1084";"3.PR";9,966;53,547;"2021-07-24";6,33333333333333
"1085";"3.PR";9,966;53,547;"2021-07-27";0
